"","date2","variable","value"
"1",2017-09-01,"WS01",1.438888889
"2",2017-09-02,"WS01",0.898148148
"3",2017-09-03,"WS01",0.803703704
"4",2017-09-04,"WS01",0.772222222
"5",2017-09-05,"WS01",0.942592593
"6",2017-09-06,"WS01",1.385185185
"7",2017-09-07,"WS01",1.037037037
"8",2017-09-08,"WS01",0.966666667
"9",2017-09-09,"WS01",0.938888889
"10",2017-09-10,"WS01",0.896296296
"11",2017-09-11,"WS01",1.3
"12",2017-09-12,"WS01",1.268518519
"13",2017-09-13,"WS01",1.022222222
"14",2017-09-14,"WS01",0.968518519
"15",2017-09-15,"WS01",0.935185185
"16",2017-09-16,"WS01",0.896296296
"17",2017-09-17,"WS01",0.861111111
"18",2017-09-18,"WS01",0.831481481
"19",2017-09-19,"WS01",0.811111111
"20",2017-09-20,"WS01",0.777777778
"21",2017-09-21,"WS01",0.766666667
"22",2017-09-22,"WS01",0.751851852
"23",2017-09-23,"WS01",0.740740741
"24",2017-09-24,"WS01",0.72962963
"25",2017-09-25,"WS01",0.72037037
"26",2017-09-26,"WS01",0.714814815
"27",2017-09-27,"WS01",0.698148148
"28",2017-09-28,"WS01",0.690740741
"29",2017-09-29,"WS01",0.692592593
"30",2017-09-30,"WS01",0.664814815
"31",2017-10-01,"WS01",0.640740741
"32",2017-10-02,"WS01",0.646296296
"33",2017-10-03,"WS01",0.65
"34",2017-10-04,"WS01",0.648148148
"35",2017-10-05,"WS01",0.646296296
"36",2017-10-06,"WS01",0.642592593
"37",2017-10-07,"WS01",0.681481481
"38",2017-10-08,"WS01",4.024074074
"39",2017-10-09,"WS01",2.185185185
"40",2017-10-10,"WS01",1.153703704
"41",2017-10-11,"WS01",0.975925926
"42",2017-10-12,"WS01",0.892592593
"43",2017-10-13,"WS01",0.848148148
"44",2017-10-14,"WS01",0.827777778
"45",2017-10-15,"WS01",0.812962963
"46",2017-10-16,"WS01",1.02037037
"47",2017-10-17,"WS01",0.805555556
"48",2017-10-18,"WS01",0.792592593
"49",2017-10-19,"WS01",0.772222222
"50",2017-10-20,"WS01",0.761111111
"51",2017-10-21,"WS01",0.75
"52",2017-10-22,"WS01",0.751851852
"53",2017-10-23,"WS01",4.137037037
"54",2017-10-24,"WS01",1.618518519
"55",2017-10-25,"WS01",1.177777778
"56",2017-10-26,"WS01",1.038888889
"57",2017-10-27,"WS01",0.962962963
"58",2017-10-28,"WS01",2.087037037
"59",2017-10-29,"WS01",1.951851852
"60",2017-10-30,"WS01",1.403703704
"61",2017-10-31,"WS01",1.207407407
"62",2017-11-01,"WS01",1.101851852
"63",2017-11-02,"WS01",1.035185185
"64",2017-11-03,"WS01",0.992592593
"65",2017-11-04,"WS01",0.981481481
"66",2017-11-05,"WS01",0.948148148
"67",2017-11-06,"WS01",0.937037037
"68",2017-11-07,"WS01",1.751851852
"69",2017-11-08,"WS01",1.266666667
"70",2017-11-09,"WS01",1.166666667
"71",2017-11-10,"WS01",1.074074074
"72",2017-11-11,"WS01",1.018518519
"73",2017-11-12,"WS01",1.057407407
"74",2017-11-13,"WS01",0.996296296
"75",2017-11-14,"WS01",0.959259259
"76",2017-11-15,"WS01",0.942592593
"77",2017-11-16,"WS01",0.912962963
"78",2017-11-17,"WS01",0.890740741
"79",2017-11-18,"WS01",0.97962963
"80",2017-11-19,"WS01",0.987037037
"81",2017-11-20,"WS01",0.911111111
"82",2017-11-21,"WS01",0.912962963
"83",2017-11-22,"WS01",0.888888889
"84",2017-11-23,"WS01",0.874074074
"85",2017-11-24,"WS01",0.877777778
"86",2017-11-25,"WS01",0.875925926
"87",2017-11-26,"WS01",0.853703704
"88",2017-11-27,"WS01",0.868518519
"89",2017-11-28,"WS01",0.853703704
"90",2017-11-29,"WS01",0.838888889
"91",2017-11-30,"WS01",0.87962963
"92",2017-12-01,"WS01",0.874074074
"93",2017-12-02,"WS01",0.859259259
"94",2017-12-03,"WS01",0.833333333
"95",2017-12-04,"WS01",0.816666667
"96",2017-12-05,"WS01",1.109259259
"97",2017-12-06,"WS01",0.938888889
"98",2017-12-07,"WS01",0.874074074
"99",2017-12-08,"WS01",0.987037037
"100",2017-12-09,"WS01",1.02037037
"101",2017-12-10,"WS01",0.894444444
"102",2017-12-11,"WS01",0.942592593
"103",2017-12-12,"WS01",1
"104",2017-12-13,"WS01",0.931481481
"105",2017-12-14,"WS01",0.92037037
"106",2017-12-15,"WS01",0.907407407
"107",2017-12-16,"WS01",0.887037037
"108",2017-12-17,"WS01",0.890740741
"109",2017-12-18,"WS01",0.883333333
"110",2017-12-19,"WS01",0.855555556
"111",2017-12-20,"WS01",1.651851852
"112",2017-12-21,"WS01",1.175925926
"113",2017-12-22,"WS01",1.105555556
"114",2017-12-23,"WS01",1.427777778
"115",2017-12-24,"WS01",1.283333333
"116",2017-12-25,"WS01",1.101851852
"117",2017-12-26,"WS01",1.037037037
"118",2017-12-27,"WS01",1.009259259
"119",2017-12-28,"WS01",0.988888889
"120",2017-12-29,"WS01",0.97037037
"121",2017-12-30,"WS01",0.951851852
"122",2017-12-31,"WS01",0.946296296
"123",2018-01-01,"WS01",0.901851852
"124",2018-01-02,"WS01",0.907407407
"125",2018-01-03,"WS01",0.944444444
"126",2018-01-04,"WS01",0.909259259
"127",2018-01-05,"WS01",0.901851852
"128",2018-01-06,"WS01",0.909259259
"129",2018-01-07,"WS01",0.894444444
"130",2018-01-08,"WS01",0.940740741
"131",2018-01-09,"WS01",0.974074074
"132",2018-01-10,"WS01",0.97037037
"133",2018-01-11,"WS01",2.57037037
"134",2018-01-12,"WS01",3.911111111
"135",2018-01-13,"WS01",2.644444444
"136",2018-01-14,"WS01",1.82962963
"137",2018-01-15,"WS01",1.588888889
"138",2018-01-16,"WS01",1.455555556
"139",2018-01-17,"WS01",1.359259259
"140",2018-01-18,"WS01",1.281481481
"141",2018-01-19,"WS01",1.27962963
"142",2018-01-20,"WS01",1.237037037
"143",2018-01-21,"WS01",1.231481481
"144",2018-01-22,"WS01",1.451851852
"145",2018-01-23,"WS01",1.401851852
"146",2018-01-24,"WS01",1.261111111
"147",2018-01-25,"WS01",1.227777778
"148",2018-01-26,"WS01",1.209259259
"149",2018-01-27,"WS01",1.362962963
"150",2018-01-28,"WS01",1.909259259
"151",2018-01-29,"WS01",1.746296296
"152",2018-01-30,"WS01",1.368518519
"153",2018-01-31,"WS01",1.25
"154",2018-02-01,"WS01",1.253703704
"155",2018-02-02,"WS01",1.185185185
"156",2018-02-03,"WS01",1.140740741
"157",2018-02-04,"WS01",3.137037037
"158",2018-02-05,"WS01",2.218518519
"159",2018-02-06,"WS01",1.801851852
"160",2018-02-07,"WS01",4.068518519
"161",2018-02-08,"WS01",2.998148148
"162",2018-02-09,"WS01",2.292592593
"163",2018-02-10,"WS01",3.87962963
"164",2018-02-11,"WS01",24.76296296
"165",2018-02-12,"WS01",12.26111111
"166",2018-02-13,"WS01",8.198148148
"167",2018-02-14,"WS01",6.587037037
"168",2018-02-15,"WS01",5.637037037
"169",2018-02-16,"WS01",4.961111111
"170",2018-02-17,"WS01",4.557407407
"171",2018-02-18,"WS01",4.194444444
"172",2018-02-19,"WS01",3.962962963
"173",2018-02-20,"WS01",3.772222222
"174",2018-02-21,"WS01",4.509259259
"175",2018-02-22,"WS01",3.981481481
"176",2018-02-23,"WS01",3.796296296
"177",2018-02-24,"WS01",3.701851852
"178",2018-02-25,"WS01",3.677777778
"179",2018-02-26,"WS01",3.564814815
"180",2018-02-27,"WS01",3.372222222
"181",2018-02-28,"WS01",3.922222222
"182",2018-03-01,"WS01",5.825925926
"183",2018-03-02,"WS01",4.631481481
"184",2018-03-03,"WS01",4.090740741
"185",2018-03-04,"WS01",3.859259259
"186",2018-03-05,"WS01",3.783333333
"187",2018-03-06,"WS01",4.077777778
"188",2018-03-07,"WS01",3.751851852
"189",2018-03-08,"WS01",3.585185185
"190",2018-03-09,"WS01",3.487037037
"191",2018-03-10,"WS01",3.462962963
"192",2018-03-11,"WS01",3.507407407
"193",2018-03-12,"WS01",3.640740741
"194",2018-03-13,"WS01",3.346296296
"195",2018-03-14,"WS01",3.272222222
"196",2018-03-15,"WS01",3.203703704
"197",2018-03-16,"WS01",3.188888889
"198",2018-03-17,"WS01",3.274074074
"199",2018-03-18,"WS01",3.238888889
"200",2018-03-19,"WS01",3.387037037
"201",2018-03-20,"WS01",3.416666667
"202",2018-03-21,"WS01",3.144444444
"203",2018-03-22,"WS01",3.005555556
"204",2018-03-23,"WS01",2.968518519
"205",2018-03-24,"WS01",3.098148148
"206",2018-03-25,"WS01",3.307407407
"207",2018-03-26,"WS01",3.024074074
"208",2018-03-27,"WS01",3.003703704
"209",2018-03-28,"WS01",2.996296296
"210",2018-03-29,"WS01",3.281481481
"211",2018-03-30,"WS01",3.164814815
"212",2018-03-31,"WS01",2.968518519
"213",2018-04-01,"WS01",2.942592593
"214",2018-04-02,"WS01",2.866666667
"215",2018-04-03,"WS01",2.85
"216",2018-04-04,"WS01",3.014814815
"217",2018-04-05,"WS01",2.777777778
"218",2018-04-06,"WS01",2.883333333
"219",2018-04-07,"WS01",3.312962963
"220",2018-04-08,"WS01",2.953703704
"221",2018-04-09,"WS01",2.9
"222",2018-04-10,"WS01",2.740740741
"223",2018-04-11,"WS01",2.57037037
"224",2018-04-12,"WS01",2.47962963
"225",2018-04-13,"WS01",2.47037037
"226",2018-04-14,"WS01",2.485185185
"227",2018-04-15,"WS01",4.412962963
"228",2018-04-16,"WS01",3.462962963
"229",2018-04-17,"WS01",2.974074074
"230",2018-04-18,"WS01",2.740740741
"231",2018-04-19,"WS01",2.655555556
"232",2018-04-20,"WS01",2.612962963
"233",2018-04-21,"WS01",2.577777778
"234",2018-04-22,"WS01",2.664814815
"235",2018-04-23,"WS01",4.637037037
"236",2018-04-24,"WS01",5.240740741
"237",2018-04-25,"WS01",4.02962963
"238",2018-04-26,"WS01",3.825925926
"239",2018-04-27,"WS01",3.540740741
"240",2018-04-28,"WS01",3.285185185
"241",2018-04-29,"WS01",3.098148148
"242",2018-04-30,"WS01",3.033333333
"243",2018-05-01,"WS01",2.985185185
"244",2018-05-02,"WS01",2.940740741
"245",2018-05-03,"WS01",2.907407407
"246",2018-05-04,"WS01",2.859259259
"247",2018-05-05,"WS01",2.875925926
"248",2018-05-06,"WS01",2.764814815
"249",2018-05-07,"WS01",2.774074074
"250",2018-05-08,"WS01",2.748148148
"251",2018-05-09,"WS01",2.703703704
"252",2018-05-10,"WS01",2.788888889
"253",2018-05-11,"WS01",2.75
"254",2018-05-12,"WS01",2.653703704
"255",2018-05-13,"WS01",2.607407407
"256",2018-05-14,"WS01",2.577777778
"257",2018-05-15,"WS01",2.614814815
"258",2018-05-16,"WS01",3.292592593
"259",2018-05-17,"WS01",3.942592593
"260",2018-05-18,"WS01",7.748148148
"261",2018-05-19,"WS01",3.92037037
"262",2018-05-20,"WS01",3.346296296
"263",2018-05-21,"WS01",3.103703704
"264",2018-05-22,"WS01",3.212962963
"265",2018-05-23,"WS01",3.177777778
"266",2018-05-24,"WS01",3.031481481
"267",2018-05-25,"WS01",3.462962963
"268",2018-05-26,"WS01",5.033333333
"269",2018-05-27,"WS01",7.714814815
"270",2018-05-28,"WS01",7.481481481
"271",2018-05-29,"WS01",12.63518519
"272",2018-05-30,"WS01",20.38333333
"273",2018-05-31,"WS01",13.32037037
"274",2018-06-01,"WS01",9.987037037
"275",2018-06-02,"WS01",8.355555556
"276",2018-06-03,"WS01",7.507407407
"277",2018-06-04,"WS01",6.9
"278",2018-06-05,"WS01",6.518518519
"279",2018-06-06,"WS01",6.22962963
"280",2018-06-07,"WS01",5.912962963
"281",2018-06-08,"WS01",5.659259259
"282",2018-06-09,"WS01",5.524074074
"283",2018-06-10,"WS01",5.533333333
"284",2018-06-11,"WS01",5.327777778
"285",2018-06-12,"WS01",5.116666667
"286",2018-06-13,"WS01",4.983333333
"287",2018-06-14,"WS01",4.835185185
"288",2018-06-15,"WS01",4.688888889
"289",2018-06-16,"WS01",4.587037037
"290",2018-06-17,"WS01",4.45
"291",2018-06-18,"WS01",4.372222222
"292",2018-06-19,"WS01",4.468518519
"293",2018-06-20,"WS01",4.174074074
"294",2018-06-21,"WS01",4.042592593
"295",2018-06-22,"WS01",4.044444444
"296",2018-06-23,"WS01",3.974074074
"297",2018-06-24,"WS01",3.82037037
"298",2018-06-25,"WS01",4.018518519
"299",2018-06-26,"WS01",4.311111111
"300",2018-06-27,"WS01",4.3
"301",2018-06-28,"WS01",4.355555556
"302",2018-06-29,"WS01",4.009259259
"303",2018-06-30,"WS01",3.840740741
"304",2018-07-01,"WS01",3.840740741
"305",2018-07-02,"WS01",4.424074074
"306",2018-07-03,"WS01",3.696296296
"307",2018-07-04,"WS01",3.487037037
"308",2018-07-05,"WS01",3.511111111
"309",2018-07-06,"WS01",3.403703704
"310",2018-07-07,"WS01",4.233333333
"311",2018-07-08,"WS01",3.592592593
"312",2018-07-09,"WS01",3.362962963
"313",2018-07-10,"WS01",3.366666667
"314",2018-07-11,"WS01",3.377777778
"315",2018-07-12,"WS01",3.546296296
"316",2018-07-13,"WS01",4.888888889
"317",2018-07-14,"WS01",4.685185185
"318",2018-07-15,"WS01",3.755555556
"319",2018-07-16,"WS01",5.325925926
"320",2018-07-17,"WS01",4.231481481
"321",2018-07-18,"WS01",3.711111111
"322",2018-07-19,"WS01",3.481481481
"323",2018-07-20,"WS01",3.35
"324",2018-07-21,"WS01",3.787037037
"325",2018-07-22,"WS01",3.405555556
"326",2018-07-23,"WS01",3.309259259
"327",2018-07-24,"WS01",3.22962963
"328",2018-07-25,"WS01",3.624074074
"329",2018-07-26,"WS01",3.264814815
"330",2018-07-27,"WS01",3.105555556
"331",2018-07-28,"WS01",3.022222222
"332",2018-07-29,"WS01",2.925925926
"333",2018-07-30,"WS01",2.885185185
"334",2018-07-31,"WS01",5.344444444
"335",2018-08-01,"WS01",6.785185185
"336",2018-08-02,"WS01",9.244444444
"337",2018-08-03,"WS01",17.64259259
"338",2018-08-04,"WS01",8.638888889
"339",2018-08-05,"WS01",6.77962963
"340",2018-08-06,"WS01",8.359259259
"341",2018-08-07,"WS01",9.431481481
"342",2018-08-08,"WS01",7.375925926
"343",2018-08-09,"WS01",6.605555556
"344",2018-08-10,"WS01",5.990740741
"345",2018-08-11,"WS01",5.603703704
"346",2018-08-12,"WS01",5.248148148
"347",2018-08-13,"WS01",5.018518519
"348",2018-08-14,"WS01",4.674074074
"349",2018-08-15,"WS01",4.446296296
"350",2018-08-16,"WS01",4.324074074
"351",2018-08-17,"WS01",4.242592593
"352",2018-08-18,"WS01",4.32962963
"353",2018-08-19,"WS01",4.162962963
"354",2018-08-20,"WS01",4.090740741
"355",2018-08-21,"WS01",4.066666667
"356",2018-08-22,"WS01",3.914814815
"357",2018-08-23,"WS01",3.816666667
"358",2018-08-24,"WS01",3.712962963
"359",2018-08-25,"WS01",3.657407407
"360",2018-08-26,"WS01",3.572222222
"361",2018-08-27,"WS01",3.474074074
"362",2018-08-28,"WS01",3.438888889
"363",2018-08-29,"WS01",3.422222222
"364",2018-08-30,"WS01",3.366666667
"365",2018-08-31,"WS01",3.337037037
"366",2018-09-01,"WS01",3.261111111
"367",2018-09-02,"WS01",3.166666667
"368",2018-09-03,"WS01",3.094444444
"369",2018-09-04,"WS01",3.157407407
"370",2018-09-05,"WS01",3.17037037
"371",2018-09-06,"WS01",3.422222222
"372",2018-09-07,"WS01",3.148148148
"373",2018-09-08,"WS01",3.085185185
"374",2018-09-09,"WS01",3.581481481
"375",2018-09-10,"WS01",3.353703704
"376",2018-09-11,"WS01",3.335185185
"377",2018-09-12,"WS01",3.1
"378",2018-09-13,"WS01",3
"379",2018-09-14,"WS01",2.909259259
"380",2018-09-15,"WS01",2.846296296
"381",2018-09-16,"WS01",3.075925926
"382",2018-09-17,"WS01",2.901851852
"383",2018-09-18,"WS01",2.77962963
"384",2018-09-19,"WS01",2.703703704
"385",2018-09-20,"WS01",2.664814815
"386",2018-09-21,"WS01",2.605555556
"387",2018-09-22,"WS01",2.568518519
"388",2018-09-23,"WS01",2.55
"389",2018-09-24,"WS01",2.568518519
"390",2018-09-25,"WS01",2.912962963
"391",2018-09-26,"WS01",2.777777778
"392",2018-09-27,"WS01",3.522222222
"393",2018-09-28,"WS01",2.938888889
"394",2018-09-29,"WS01",2.653703704
"395",2018-09-30,"WS01",2.55
"396",2018-10-01,"WS01",2.47962963
"397",2018-10-02,"WS01",2.42962963
"398",2018-10-03,"WS01",2.427777778
"399",2018-10-04,"WS01",2.377777778
"400",2018-10-05,"WS01",2.351851852
"401",2018-10-06,"WS01",2.324074074
"402",2018-10-07,"WS01",2.281481481
"403",2018-10-08,"WS01",2.294444444
"404",2018-10-09,"WS01",2.257407407
"405",2018-10-10,"WS01",2.655555556
"406",2018-10-11,"WS01",3.840740741
"407",2018-10-12,"WS01",2.488888889
"408",2018-10-13,"WS01",2.324074074
"409",2018-10-14,"WS01",2.237037037
"410",2018-10-15,"WS01",2.192592593
"411",2018-10-16,"WS01",2.712962963
"412",2018-10-17,"WS01",2.438888889
"413",2018-10-18,"WS01",2.235185185
"414",2018-10-19,"WS01",2.177777778
"415",2018-10-20,"WS01",2.2
"416",2018-10-21,"WS01",2.037037037
"417",2018-10-22,"WS01",2.042592593
"418",2018-10-23,"WS01",2.042592593
"419",2018-10-24,"WS01",2.014814815
"420",2018-10-25,"WS01",2.031481481
"421",2018-10-26,"WS01",6.062962963
"422",2018-10-27,"WS01",2.998148148
"423",2018-10-28,"WS01",2.496296296
"424",2018-10-29,"WS01",2.285185185
"425",2018-10-30,"WS01",2.203703704
"426",2018-10-31,"WS01",2.161111111
"427",2018-11-01,"WS01",2.624074074
"428",2018-11-02,"WS01",2.492592593
"429",2018-11-03,"WS01",2.274074074
"430",2018-11-04,"WS01",2.168518519
"431",2018-11-05,"WS01",2.42037037
"432",2018-11-06,"WS01",2.618518519
"433",2018-11-07,"WS01",2.262962963
"434",2018-11-08,"WS01",2.175925926
"435",2018-11-09,"WS01",2.531481481
"436",2018-11-10,"WS01",2.244444444
"437",2018-11-11,"WS01",2.17962963
"438",2018-11-12,"WS01",6.281481481
"439",2018-11-13,"WS01",4.881481481
"440",2018-11-14,"WS01",3.588888889
"441",2018-11-15,"WS01",5.716666667
"442",2018-11-16,"WS01",4.183333333
"443",2018-11-17,"WS01",3.411111111
"444",2018-11-18,"WS01",3.087037037
"445",2018-11-19,"WS01",2.912962963
"446",2018-11-20,"WS01",2.731481481
"447",2018-11-21,"WS01",2.6
"448",2018-11-22,"WS01",2.52037037
"449",2018-11-23,"WS01",2.618518519
"450",2018-11-24,"WS01",3.881481481
"451",2018-11-25,"WS01",2.988888889
"452",2018-11-26,"WS01",2.764814815
"453",2018-11-27,"WS01",2.55
"454",2018-11-28,"WS01",2.398148148
"455",2018-11-29,"WS01",2.37962963
"456",2018-11-30,"WS01",2.588888889
"457",2018-12-01,"WS01",3.335185185
"458",2018-12-02,"WS01",3.2
"459",2018-12-03,"WS01",2.822222222
"460",2018-12-04,"WS01",2.62962963
"461",2018-12-05,"WS01",2.546296296
"462",2018-12-06,"WS01",2.518518519
"463",2018-12-07,"WS01",2.468518519
"464",2018-12-08,"WS01",3.042592593
"465",2018-12-09,"WS01",6.387037037
"466",2018-12-10,"WS01",5.185185185
"467",2018-12-11,"WS01",4.538888889
"468",2018-12-12,"WS01",4.1
"469",2018-12-13,"WS01",3.77962963
"470",2018-12-14,"WS01",4.012962963
"471",2018-12-15,"WS01",4.651851852
"472",2018-12-16,"WS01",4.2
"473",2018-12-17,"WS01",3.92962963
"474",2018-12-18,"WS01",3.748148148
"475",2018-12-19,"WS01",3.644444444
"476",2018-12-20,"WS01",5.075925926
"477",2018-12-21,"WS01",8.259259259
"478",2018-12-22,"WS01",6.696296296
"479",2018-12-23,"WS01",5.835185185
"480",2018-12-24,"WS01",5.340740741
"481",2018-12-25,"WS01",5.064814815
"482",2018-12-26,"WS01",4.85
"483",2018-12-27,"WS01",5.642592593
"484",2018-12-28,"WS01",24.4037037
"485",2018-12-29,"WS01",15.07962963
"486",2018-12-30,"WS01",11.86666667
"487",2018-12-31,"WS01",10.63148148
"488",2019-01-01,"WS01",9.894444444
"489",2019-01-02,"WS01",9.114814815
"490",2019-01-03,"WS01",9.624074074
"491",2019-01-04,"WS01",9.872222222
"492",2019-01-05,"WS01",9.225925926
"493",2019-01-06,"WS01",8.551851852
"494",2019-01-07,"WS01",8.131481481
"495",2019-01-08,"WS01",7.840740741
"496",2019-01-09,"WS01",7.516666667
"497",2019-01-10,"WS01",7.255555556
"498",2019-01-11,"WS01",6.983333333
"499",2019-01-12,"WS01",7.275925926
"500",2019-01-13,"WS01",8.027777778
"501",2019-01-14,"WS01",7.238888889
"502",2019-01-15,"WS01",6.942592593
"503",2019-01-16,"WS01",6.725925926
"504",2019-01-17,"WS01",6.777777778
"505",2019-01-18,"WS01",6.568518519
"506",2019-01-19,"WS01",9.351851852
"507",2019-01-20,"WS01",10.3537037
"508",2019-01-21,"WS01",8.437037037
"509",2019-01-22,"WS01",7.77962963
"510",2019-01-23,"WS01",8.572222222
"511",2019-01-24,"WS01",11.69259259
"512",2019-01-25,"WS01",9.740740741
"513",2019-01-26,"WS01",9.122222222
"514",2019-01-27,"WS01",8.785185185
"515",2019-01-28,"WS01",8.577777778
"516",2019-01-29,"WS01",8.362962963
"517",2019-01-30,"WS01",7.953703704
"518",2019-01-31,"WS01",7.675925926
"519",2019-02-01,"WS01",7.52962963
"520",2019-02-02,"WS01",7.392592593
"521",2019-02-03,"WS01",7.309259259
"522",2019-02-04,"WS01",7.177777778
"523",2019-02-05,"WS01",6.987037037
"524",2019-02-06,"WS01",6.92037037
"525",2019-02-07,"WS01",6.755555556
"526",2019-02-08,"WS01",6.466666667
"527",2019-02-09,"WS01",6.216666667
"528",2019-02-10,"WS01",6.544444444
"529",2019-02-11,"WS01",6.722222222
"530",2019-02-12,"WS01",8.861111111
"531",2019-02-13,"WS01",7.911111111
"532",2019-02-14,"WS01",7.053703704
"533",2019-02-15,"WS01",6.864814815
"534",2019-02-16,"WS01",7.662962963
"535",2019-02-17,"WS01",8.224074074
"536",2019-02-18,"WS01",9.827777778
"537",2019-02-19,"WS01",9.253703704
"538",2019-02-20,"WS01",11.93148148
"539",2019-02-21,"WS01",17.01851852
"540",2019-02-22,"WS01",27.8037037
"541",2019-02-23,"WS01",21.88703704
"542",2019-02-24,"WS01",19.13888889
"543",2019-02-25,"WS01",16.52037037
"544",2019-02-26,"WS01",15.12777778
"545",2019-02-27,"WS01",14.49074074
"546",2019-02-28,"WS01",13.77592593
"547",2019-03-01,"WS01",13.57037037
"548",2019-03-02,"WS01",12.74444444
"549",2019-03-03,"WS01",13.67407407
"550",2019-03-04,"WS01",13.29444444
"551",2019-03-05,"WS01",12.24444444
"552",2019-03-06,"WS01",11.48518519
"553",2019-03-07,"WS01",11.02777778
"554",2019-03-08,"WS01",11.34444444
"555",2019-03-09,"WS01",11.81111111
"556",2019-03-10,"WS01",11.61481481
"557",2019-03-11,"WS01",10.98148148
"558",2019-03-12,"WS01",10.47592593
"559",2019-03-13,"WS01",9.975925926
"560",2019-03-14,"WS01",10.23148148
"561",2019-03-15,"WS01",14.35185185
"562",2019-03-16,"WS01",11.71296296
"563",2019-03-17,"WS01",10.99074074
"564",2019-03-18,"WS01",10.41481481
"565",2019-03-19,"WS01",10.02407407
"566",2019-03-20,"WS01",9.77962963
"567",2019-03-21,"WS01",9.703703704
"568",2019-03-22,"WS01",9.331481481
"569",2019-03-23,"WS01",9.001851852
"570",2019-03-24,"WS01",8.812962963
"571",2019-03-25,"WS01",9.031481481
"572",2019-03-26,"WS01",8.777777778
"573",2019-03-27,"WS01",8.416666667
"574",2019-03-28,"WS01",8.155555556
"575",2019-03-29,"WS01",8.001851852
"576",2019-03-30,"WS01",7.948148148
"577",2019-03-31,"WS01",7.887037037
"578",2019-04-01,"WS01",7.494444444
"579",2019-04-02,"WS01",7.12037037
"580",2019-04-03,"WS01",6.827777778
"581",2019-04-04,"WS01",6.635185185
"582",2019-04-05,"WS01",7.037037037
"583",2019-04-06,"WS01",6.577777778
"584",2019-04-07,"WS01",6.414814815
"585",2019-04-08,"WS01",6.716666667
"586",2019-04-09,"WS01",7.222222222
"587",2019-04-10,"WS01",6.674074074
"588",2019-04-11,"WS01",6.32962963
"589",2019-04-12,"WS01",6.427777778
"590",2019-04-13,"WS01",6.140740741
"591",2019-04-14,"WS01",13.76851852
"592",2019-04-15,"WS01",9.912962963
"593",2019-04-16,"WS01",7.859259259
"594",2019-04-17,"WS01",7.248148148
"595",2019-04-18,"WS01",6.937037037
"596",2019-04-19,"WS01",19.90185185
"597",2019-04-20,"WS01",14.70740741
"598",2019-04-21,"WS01",11.5462963
"599",2019-04-22,"WS01",10.05185185
"600",2019-04-23,"WS01",9.32962963
"601",2019-04-24,"WS01",8.894444444
"602",2019-04-25,"WS01",8.603703704
"603",2019-04-26,"WS01",8.259259259
"604",2019-04-27,"WS01",7.877777778
"605",2019-04-28,"WS01",7.655555556
"606",2019-04-29,"WS01",7.472222222
"607",2019-04-30,"WS01",7.274074074
"608",2019-05-01,"WS01",7.125925926
"609",2019-05-02,"WS01",7.292592593
"610",2019-05-03,"WS01",6.95
"611",2019-05-04,"WS01",7.187037037
"612",2019-05-05,"WS01",7.5
"613",2019-05-06,"WS01",6.705555556
"614",2019-05-07,"WS01",6.438888889
"615",2019-05-08,"WS01",6.240740741
"616",2019-05-09,"WS01",6.133333333
"617",2019-05-10,"WS01",5.988888889
"618",2019-05-11,"WS01",9.351851852
"619",2019-05-12,"WS01",7.740740741
"620",2019-05-13,"WS01",6.909259259
"621",2019-05-14,"WS01",6.37037037
"622",2019-05-15,"WS01",6.125925926
"623",2019-05-16,"WS01",5.948148148
"624",2019-05-17,"WS01",5.838888889
"625",2019-05-18,"WS01",5.616666667
"626",2019-05-19,"WS01",5.496296296
"627",2019-05-20,"WS01",5.37962963
"628",2019-05-21,"WS01",5.25
"629",2019-05-22,"WS01",5.142592593
"630",2019-05-23,"WS01",5.142592593
"631",2019-05-24,"WS01",5.001851852
"632",2019-05-25,"WS01",4.87037037
"633",2019-05-26,"WS01",4.731481481
"634",2019-05-27,"WS01",4.625925926
"635",2019-05-28,"WS01",4.566666667
"636",2019-05-29,"WS01",4.47037037
"637",2019-05-30,"WS01",4.390740741
"638",2019-05-31,"WS01",4.335185185
"639",2019-06-01,"WS01",4.27962963
"640",2019-06-02,"WS01",4.207407407
"641",2019-06-03,"WS01",4.1
"642",2019-06-04,"WS01",4.046296296
"643",2019-06-05,"WS01",4.203703704
"644",2019-06-06,"WS01",4.235185185
"645",2019-06-07,"WS01",5.442592593
"646",2019-06-08,"WS01",9.233333333
"647",2019-06-09,"WS01",6.312962963
"648",2019-06-10,"WS01",9.331481481
"649",2019-06-11,"WS01",6.594444444
"650",2019-06-12,"WS01",5.425925926
"651",2019-06-13,"WS01",4.95
"652",2019-06-14,"WS01",4.625925926
"653",2019-06-15,"WS01",4.483333333
"654",2019-06-16,"WS01",4.362962963
"655",2019-06-17,"WS01",4.264814815
"656",2019-06-18,"WS01",4.675925926
"657",2019-06-19,"WS01",4.305555556
"658",2019-06-20,"WS01",4.364814815
"659",2019-06-21,"WS01",4.018518519
"660",2019-06-22,"WS01",4.061111111
"661",2019-06-23,"WS01",4.461111111
"662",2019-06-24,"WS01",4.274074074
"663",2019-06-25,"WS01",4.044444444
"664",2019-06-26,"WS01",3.848148148
"665",2019-06-27,"WS01",3.724074074
"666",2019-06-28,"WS01",3.633333333
"667",2019-06-29,"WS01",3.548148148
"668",2019-06-30,"WS01",3.503703704
"669",2019-07-01,"WS01",3.42962963
